id	utterance	slot_labels	intent
1693	"The Joint Action Forum (JAF), the governing body of WHO/APOC, at its 14th session in Kampala, Uganda, in December 2008, urged onchocerciasis endemic countries to strengthen cross-border cooperation for effective surveillance and elimination of the disease and other neglected tropical diseases (NTDs) in Africa ."	O O O O O O O O O O O O O O O O O O O O O B-MED I-MED O O O O O O O O O O O O B-MED O O B-MED I-MED I-MED I-MED O O O	other
1694	"Meanwhile, a decision by the Afghan government on 27 July imposes restrictions on the travel of the elderly, minors, pregnant women and those suffering from chronic illnesses in a bid to prevent the spread of H1N1 during the Umra and Hajj season."	O O O O O O O O O O O O O O O O O O O B-MED I-MED O O O O B-MED I-MED O O O O O O B-MED I-MED I-MED O O O O O O	other
1695	"We primarily treat malaria, respiratory infections, and obstetrical and gynecological cases.  I have been assigned the task to assess the needs and requirements of Pakistan after earthquake devastation, he said.  Maize crop stands grew up to the tasseling stage, but the heat that followed scorched the tassels before pollination could start.  MADRAS, India, June 14 (Reuter) - A tropical cyclone heading through the Bay of Bengal with wind speeds of up to 100 kph (60 mph) is expected to lash India's southeastern coast on Friday, meteorological officials said"	O O B-MED I-MED I-MED I-MED I-MED I-MED I-MED I-MED I-MED O O O O O O O O B-OTH I-OTH I-OTH I-OTH I-OTH O O O O O O O O B-FD I-FD O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	other
1696	Malaria epidemicity and endemicity in the districts of Sanoat and Pakhtaaral were analysed on the basis of data presented by WHO Roll Back Malaria (RBM) field office in Kurgan-Tjube.	B-MED I-MED O B-MED O O O O O O O O O O O O O O O O O O O B-MED O O O O O	other
1697	"An acute infection of the intestine, cholera is highly contagious and is transmitted by ingesting food and water contaminated by the bacterium or faeces. In addition, partners are working with provincial authorities to find a sustainable solution for populations currently living in the CFB transit centre in Caála."	O B-MED I-MED O O O B-MED O O O O O O O O B-FD O B-WAT O O O B-MED O O O O O O O O O O O O O O O O O O O O O O O O O O	other
1698	ISLAMABAD: At least 10 people have been killed and several injured due to a landslide in Attabad village of Hunza district of Gilgit-Baltistan as rescuers battle with extreme weather.	O O O O O O O O O O B-MED O O O O O O O O O O O O O B-OTH O O O O	other
1699	"Investigation team found an 8-year-old boy from Gandhian village, Inyatabad with suspected acute viral hepatitis."	B-OTH I-OTH O O O O O O O O O O B-MED I-MED I-MED	other
1700	"Even though the two deadly Ebola outbreaks have separate animal origins, the report in the New England Journal of Medicine nevertheless raises concern about the emergence of the often fatal hemorrhagic fever across the African continent."	O O O O O B-MED I-MED O O O O O O O O O O O O B-MED O O O O O O O O O B-MED I-MED I-MED O O O O	other
1701	"TOKYO, May 22 (AFP) - Japan said it would dispatch an emergency team of 18 people to quake-devastated Algeria on Thursday night and another 39 on Friday to provide humanitarian assistance."	O O O O O O O O O B-OTH I-OTH I-OTH I-OTH O O O O O O O O O O O O O O O B-OTH I-OTH I-OTH	other
1702	The assessment mission provided the local health authority with medical supplies and helped evacuate 10 seriously injured children and their caregivers to Islamabad for medical attention.	O B-OTH O O O O B-MED O O B-MED I-MED O O B-OTH O O B-MED O O O O O O O B-MED I-MED	other
1703	"COLOMBO, 28 August 2012 (IRIN) - Soaring temperatures in Sri Lanka's dry zone in the northeast of the country are likely to heighten the risk of chronic kidney disease as residents increasingly consume poor quality drinking water, experts warn."	O O O O O O O O O O O O O O O O O O O O O O O O O O B-MED I-MED I-MED O O O O O O B-WAT I-WAT O O	other
1704	I'm still so depressed I couldn't make it to @SWStheband and @piercetheveil Nov 1st.  I was looking forward to it for months.  Fuck you Sandy_	O O O O O O O O O O O O O O O O O O O O O O O O O O O	other
1705	"He also helps people understand that side effects, such as temporary aches or a low-grade fever, which can be similar to Ebola-like symptoms, are normal, and that while these symptoms should be monitored, it does not mean their child has Ebola."	O O O O O O O O O O B-MED I-MED I-MED I-MED I-MED I-MED O O O O O B-MED I-MED O O O O O O O O O O O O O O O O O B-MED	other
1706	"opano http://twitpic. com/16esd9 - Volcano in Andes, east of Concepcion, Chile.  YES, it is erupting! Can you see the plume?"	O O O O O O O O O O O O O O O O O O O O O	other
1707	"Late on Thursday relief efforts were dealt a blow in Klaten, one of the worst affected areas, when more than 40 people from six villages had to be taken to hospital with suspected food poisoning from food aid, local media reported."	O O O B-OTH I-OTH O O O O O O O O O O O O O O O O O O O O O O O O O B-MED O O B-MED I-MED O B-FD I-FD O O O	other
1708	The estimated time to make enough vaccine to vaccinate the world's population against pandemic influenza will not be known until vaccine manufacturers will have been able to determine how much active ingredient (antigen) is needed to make one dose of effective Influenza A(H1N1) vaccine.	O O O O O O B-MED O B-MED O O O O B-MED I-MED O O O O O B-MED O O O O O O O O O O O B-MED O O O O O O O O B-MED I-MED I-MED	other
1709	WHAT CAN A PSYCHOLOGIST DO OR WORK TO AID IN THE EFFORT?(IN HAITI NOW)	O O O B-MED O O B-OTH I-OTH I-OTH O O O O O	other
1710	"The causes of Africa's food crises remained as he had described them in December, he continued -- a lethal combination of recurring droughts, failed economic policies, conflict and the widening impact of HIV/AIDS, which had damaged the food sector and the capacity of governments to respond to need."	O O O O B-FD O O O O O O O O O O O O O O O O O B-WAT O O O O O O O O O B-MED O O O O B-FD O O O O O O O O O O	other
1711	"In response to the avian influenza outbreak in North Korea, on April 1, 2005, at the request of the UN World Health Organization (WHO), the U. S.  provided three test kits for use in North Korea to WHO, which has an expatriate presence in Pyongyang, North Korea."	O O O O B-MED I-MED I-MED O O O O O O O O O O O O O O O O O O O O O B-MED I-MED I-MED I-MED O O O O O O O O O O O O O O O O	other
1712	"So far, three Hong Kong delegates who attended the same jewellery exhibition in Las Vegas were confirmed to have infected with human swine influenza."	O O O O O O O O O O O O O O O O O O O B-MED I-MED I-MED I-MED I-MED	other
1713	"According to the German medical staff, one third of the patients were earthquake victims, while two thirds had common illnesses."	O O O O B-MED I-MED O O O O B-MED O O O O O O O B-MED I-MED	other
1714	"It shows the incredible generosity of the world.  Vast areas of central and southern China have experienced the most severe winter in half a century in the past few days, coming on the heels of one of the warmest winters on record last year.  The agency has set itself a target of enrolling 400,000 more girls in basic education, providing learning materials to 5. 4 million youngsters up to grade 9, and supplying teaching materials for over 100,000 teachers"	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-OTH I-OTH I-OTH I-OTH I-OTH I-OTH I-OTH I-OTH I-OTH I-OTH O O O O O O O O O O B-OTH I-OTH I-OTH O O O O	other
1715	"My youngest son, who is six, has severe stomach cramps and diarrhoea.  In the same year Tokyo also unveiled what was billed as the world's first wide-scale quake alert system, designed to give public utilities and citizens a few seconds advance notice before a tremor reaches them.  It is important to consider the fact that Ibnat town, being located at the western edge of the wereda and at an altitude of around 2000 meters still part of the highlands which enjoy generally more favourable climatic conditions.  Wildfire, deliberate burning - mostly to get pasture grasses regenerated and control animal exo-parasites like ticks, deforestation and bush clearing are major threats to the biodiversity of this unique ecosystem"	O O O O O O O B-MED I-MED I-MED O B-MED O O O O O O O O O O O O O O O O O O O O O B-OTH I-OTH I-OTH O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	other
1716	"With various reports of worsening conditions, survivors fighting over food, diarrhoea outbreaks and growing desperation, aid workers are warning that further delays will cost lives."	O O O O O O O O O B-FD B-MED I-MED O O O B-OTH I-OTH O O O O O O O O	other
1717	Diseases and infections are increasing due to the deteriorating sanitary conditions in Ifo.	B-MED I-MED I-MED O O O O O O B-OTH I-OTH O O	other
1718	"The RCSC dispatched three rapid assessment teams immediately after the first reports indicated the seriousness of the flood situation in Shaanxi, Sichuan and Xinjiang."	O O O O B-OTH I-OTH I-OTH O O O O O O O O O O O O O O O O O	other
1719	"just say UN for us, we are doing everything we know to be protect our health and Un what they are going to do for the people in Lilavois 5 in the cyclon season's for us."	O O O O O O O O O O O O O O O B-MED O O O O O O O O O O O O O O O O O O O O	other
1720	medicine for sick people are at gonaives	B-MED O B-MED O O O O	other
1721	IMC has helped thwart outbreaks of measles epidemics in both the Ghari Habibullah and Bessian camps by successfully immunizing 92% of the vulnerable populations in both camps.	O O O O B-MED I-MED I-MED I-MED O O O O O O O B-SHL O O B-MED O O O O O O O B-SHL	other
1722	** 32 UK-funded pickup trucks to assist efforts to defeat Ebola in Sierra Leone have been loaded aboard the Royal Fleet Auxiliary ship Argus during a planned stop at a British Naval Base in Gibraltar.	O O O O O O B-OTH I-OTH O B-MED I-MED O O O O O O O O O O B-OTH I-OTH O O O O O O O O O O O O	other
1723	Oh and there 's that random dude who has his surf board heading to Long Beach . .  during a hurricane Sandy .	O O O O O O O O O O O O O O O O O O O O O O O O	other
1724	"Yet after a month of uncertainty here in Gaza, this new exodus left a stressful mark as indelibly as the high water lines on their Chokwe homes and schools. Dumped into pits organic waste decomposes and produces a poisonous liquid that will get into the ground water and sea where it will destroy the marine eco system."	O O O O O O O O O O O O O O O O O O O O O B-WAT O O O O B-SHL O O O O O O O O O O O O B-WAT O O O O O O B-WAT O O O O O O O O O O	other
1725	"Blankets and 6 million yuan (967,600 U. S.  dollars) in relief money have been sent to disaster-hit regions by Hunan authorities."	B-OTH O O O O O O O O O O B-OTH I-OTH O O O O O O O O O	other
1726	"The mission comprises medical doctors, nurses and other medical and paramedical personnel."	O O O B-MED I-MED I-MED I-MED I-MED I-MED I-MED I-MED I-MED	other
1727	"What kind of urgent information like:death,disease or epidemic."	O O O O B-OTH B-MED I-MED I-MED	other
1728	Bangladesh is considered as one of the malaria endemic countries in South Asia.	O O O O O O O B-MED O O O O O	other
1729	"The February 14, 2015 presidential vote is expected to be the opposition alliance's best chance of seizing power since Nigeria returned to civilian rule in 1999."	O O O O O O O O O O O O O O O O O O O O O O O O O O	other
1730	"Sandy update: rain and wind increasing slightly, lights just flickered.  Upper East Side maintaining normalcy for now."	O O O O O O O B-OTH I-OTH I-OTH O O O O O O O O	other
1731	"The government wants to do this for sanitary reasons, understandably, but people are upset and crying [because this is not the custom].  The WFP food basket consists of dietary staples of fortified wheat flour, pulses, vegetable oil and iodized salt, as well as high energy biscuits.  Sri Lanka's minister of health laid the foundation stone for a new three-storey building complex at Polonnaruwa General Hospital.  Obviously getting food and nutritious snacks and vitamins and minerals out to the population is one of the key concerns that we're facing at the moment"""	O O O O O O O O O O O O O O O O O O O O O O O O O B-FD I-FD O O B-FD I-FD I-FD I-FD I-FD I-FD I-FD I-FD I-FD I-FD I-FD I-FD I-FD I-FD I-FD I-FD I-FD I-FD O O O O O O O O O O O O O O B-SHL O O O O O O O O B-FD O B-FD I-FD O B-FD I-FD I-FD O O O O O O O O O O O O O O O O	other
